Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,changed_profession,Risk_Flag
8939837,40,8,1,2,0,15,25,5,11,1,0
8081655,55,14,1,2,0,30,25,14,13,0,0
6392443,32,8,1,2,0,46,28,8,12,0,0
2247878,42,17,1,2,0,9,17,4,12,1,0
340023,45,19,1,2,0,42,16,5,10,1,0
4568685,45,15,1,2,1,12,28,4,13,1,0
3463312,76,2,1,2,1,40,13,2,10,0,0
946712,56,6,1,2,0,41,10,5,11,1,0
9936818,79,6,1,2,0,38,25,6,13,0,0
9760667,63,17,1,2,0,7,13,13,12,1,0
5739138,62,3,1,2,0,13,28,3,12,0,0
9002497,25,11,1,2,0,11,6,11,12,0,0
4935105,74,17,1,2,0,35,25,5,10,1,0
6852483,26,8,1,1,0,10,0,8,14,0,0
667848,58,10,1,2,0,12,7,8,12,1,0
2428943,34,18,1,2,0,44,12,10,14,1,0
7500815,31,18,0,2,1,20,14,14,11,1,0
6133734,25,17,1,2,0,16,0,4,13,1,0
46244,36,9,1,2,0,44,20,8,14,1,0
4341286,75,1,1,2,0,15,0,1,13,0,0
7302589,63,18,1,2,0,42,22,14,12,1,0
9119840,72,0,1,2,1,26,11,0,11,0,0
2277963,33,10,0,2,1,19,28,10,11,0,0
5616939,66,3,1,2,1,0,25,3,11,0,0
3568219,58,9,1,0,0,2,2,9,11,0,0
3143181,78,3,1,2,0,19,0,3,10,0,0
3553290,50,8,1,2,0,48,19,8,11,0,0
470555,50,10,1,1,0,42,28,3,14,1,0
9296631,31,19,1,2,0,40,22,11,12,1,0
9074439,41,15,1,2,0,7,2,7,10,1,0
6517120,34,12,1,2,0,31,25,4,14,1,0
3346408,58,7,1,1,1,41,0,3,12,1,0
6732066,32,12,1,0,0,17,6,10,13,1,0
8043880,57,12,1,2,0,23,12,8,10,1,0
7520135,26,13,1,2,1,13,0,4,12,1,0
6431091,29,12,1,2,0,48,0,12,12,0,0
8161703,34,2,0,2,1,11,2,2,11,0,0
6051217,48,20,1,1,0,1,0,7,12,1,0
6493154,31,14,1,2,0,41,15,7,12,1,0
8461353,33,2,1,2,0,3,11,2,13,0,0
8486446,37,13,1,2,0,42,0,11,12,1,0
6897815,47,14,1,2,1,22,23,5,12,1,0
8863428,74,5,1,2,0,9,1,5,14,0,0
6105859,44,18,1,2,0,17,8,10,14,1,0
6942006,40,5,1,2,0,29,20,5,14,0,0
2573344,70,10,1,0,0,12,11,9,14,1,0
1818040,54,1,1,2,0,0,13,1,14,0,0
1771499,25,15,1,0,0,29,25,14,14,1,0
2667227,76,6,1,2,0,35,25,6,14,0,0
1110768,34,3,1,2,0,13,11,3,11,0,0
2088495,59,20,0,2,0,26,0,11,13,1,0
5764101,35,13,1,2,0,2,6,13,11,0,0
7467167,57,6,1,2,0,20,11,6,11,0,0
8293745,60,12,0,2,0,18,14,12,10,0,0
7985654,49,5,1,2,0,50,0,5,14,0,0
3054571,50,20,1,2,0,46,14,14,13,1,0
5846474,49,9,0,2,1,42,0,6,14,1,0
8105018,74,12,1,2,1,11,28,11,10,1,0
2356174,52,2,1,2,1,1,28,2,14,0,0
431500,51,10,1,2,1,46,14,10,11,0,0
7071461,48,10,1,1,0,26,23,4,12,1,0
7853718,24,8,1,2,0,31,25,7,11,1,0
5888261,78,6,1,2,0,37,0,3,10,1,0
7581703,40,9,0,2,0,36,13,9,13,0,0
9835855,79,15,1,2,0,45,5,10,10,1,0
7210569,54,17,1,2,0,21,16,10,11,1,0
6977568,68,1,1,2,0,49,0,1,10,0,0
594907,34,9,1,2,0,40,14,7,13,1,0
2543132,59,8,1,2,0,33,28,8,10,0,0
9985581,42,16,1,2,1,19,17,11,12,1,0
9328856,77,7,1,2,0,2,14,7,11,0,0
4841398,69,3,1,2,0,28,10,3,11,0,0
5707684,40,2,1,2,0,7,11,2,11,0,0
7369452,45,5,1,2,0,31,14,5,10,0,0
2901323,56,2,0,2,1,7,17,2,10,0,0
4382706,38,11,1,2,1,41,1,10,12,1,0
6873309,62,2,1,2,1,16,14,2,13,0,0
7539019,46,2,1,2,0,43,1,2,10,0,0
9119840,72,0,1,2,1,26,11,0,11,0,0
7537350,52,12,1,2,1,43,5,11,13,1,0
9830639,70,16,1,2,0,3,0,5,11,1,0
8035749,64,16,1,2,0,30,14,10,11,1,0
4568973,76,16,1,2,0,43,0,10,11,1,0
2152214,50,14,1,2,1,31,2,7,13,1,0
9194280,35,20,1,2,0,36,0,12,12,1,0
6892122,68,4,1,2,0,49,28,4,13,0,0
3345352,77,20,1,2,0,7,27,14,13,1,0
1395767,73,9,0,2,0,41,0,9,14,0,0
2087528,66,2,1,2,0,45,14,2,12,0,0
7566386,27,16,1,2,0,19,22,14,10,1,0
7642419,39,12,0,2,0,36,24,12,10,0,0
1609239,47,3,1,2,0,25,11,3,14,0,0
7217848,23,3,1,2,0,35,25,3,13,0,0
6548472,41,15,1,2,0,17,4,7,14,1,0
7884489,25,14,1,2,0,27,14,9,13,1,0
3540135,78,4,1,2,0,6,28,4,11,0,0
6265941,37,16,1,2,1,2,13,6,11,1,0
8891641,67,15,1,2,0,48,22,7,12,1,0
11430,70,20,1,2,1,11,14,3,13,1,0
3290571,50,11,1,2,0,14,0,5,11,1,0
3564477,58,19,1,2,0,38,6,10,10,1,0
6884150,69,3,1,2,0,34,12,3,11,0,0
57536,48,13,1,2,0,8,22,7,13,1,0
9574852,48,14,1,2,1,46,28,14,10,0,0
6735205,26,17,0,2,0,46,22,5,13,1,0
5096110,24,18,1,2,1,45,2,11,12,1,0
439745,66,4,0,2,0,30,22,4,12,0,0
8121180,78,17,1,2,0,44,13,3,10,1,0
865416,64,17,1,2,0,22,25,10,12,1,0
4912024,63,20,1,2,1,15,28,4,14,1,0
665309,69,11,1,2,0,28,14,11,11,0,0
1598789,60,14,1,2,0,7,13,5,13,1,0
7667206,74,17,0,2,0,45,2,9,12,1,0
2415720,79,20,1,2,0,27,25,6,12,1,0
7527288,24,10,1,2,0,6,2,5,11,1,0
8785845,69,8,1,2,0,10,20,6,14,1,0
4812262,62,3,1,1,0,30,23,3,13,0,0
8905545,27,13,1,2,1,0,28,11,12,1,0
5839084,35,20,1,2,1,42,10,10,10,1,0
1632386,43,20,1,2,0,3,0,11,14,1,0
2704782,79,6,1,2,0,4,0,6,14,0,0
4558531,41,18,1,2,1,15,12,6,14,1,0
3391057,58,17,1,2,0,38,13,8,10,1,0
7393090,59,19,1,2,0,26,28,4,13,1,0
2218088,35,9,1,2,0,30,10,5,11,1,0
7368426,65,4,1,2,0,46,7,4,11,0,0
3714943,36,12,1,2,0,5,22,8,12,1,0
6001312,70,4,1,2,1,44,15,4,11,0,0
2208135,58,15,1,2,0,21,6,3,10,1,0
7708426,42,14,1,2,0,29,7,7,13,1,0
4280751,38,12,1,2,0,9,23,8,11,1,0
1742254,44,10,1,2,1,0,10,10,14,0,0
5909225,67,1,0,2,0,27,0,1,11,0,0
9789090,42,14,1,1,0,23,22,6,14,1,0
6443249,69,18,1,2,0,24,7,6,10,1,0
36391,34,7,1,2,0,21,5,6,12,1,0
6563391,42,9,0,2,0,33,7,9,12,0,0
2428943,34,18,1,2,0,44,12,10,14,1,0
8371074,78,11,1,0,1,2,12,5,13,1,0
2838553,44,1,0,2,0,5,14,1,13,0,0
4353927,73,17,0,2,0,35,11,4,12,1,0
5238649,42,10,1,1,1,19,25,4,11,1,0
5910401,68,14,1,2,1,8,28,14,10,0,0
2318528,33,8,1,2,0,43,2,8,11,0,0
9804758,66,4,1,2,0,32,2,4,12,0,0
6035837,34,13,1,2,0,34,25,11,11,1,0
2010564,71,16,1,2,1,34,14,3,12,1,0
9932138,45,19,1,2,0,35,0,9,14,1,0
7309813,57,3,1,2,0,1,0,3,10,0,0
1061796,69,17,0,2,0,47,22,13,12,1,0
8631245,29,10,1,2,1,33,2,8,14,1,0
2407726,75,16,1,2,1,47,2,5,12,1,0
1717441,71,8,1,2,0,8,27,8,10,0,0
6944312,44,13,1,2,0,34,0,7,10,1,0
2825737,28,5,1,2,0,29,0,5,10,0,0
9035152,56,10,1,2,0,0,28,10,14,0,0
7600748,59,13,1,2,1,43,22,5,10,1,0
1364891,62,19,1,2,1,30,6,10,14,1,0
5793046,71,5,1,2,0,14,25,5,13,0,0
7064604,74,3,1,2,0,36,12,3,12,0,0
4899333,30,16,1,2,1,8,25,5,14,1,0
2707807,35,12,1,2,0,10,14,4,13,1,0
6326936,70,20,1,2,0,18,17,14,14,1,0
637100,58,3,1,2,1,26,12,3,11,0,0
7426214,40,16,1,1,0,3,13,9,13,1,0
5889209,27,12,1,2,0,14,13,12,14,0,0
2741381,35,17,1,2,0,14,23,3,14,1,0
3373075,74,15,1,2,0,33,28,5,13,1,0
4654280,49,18,1,2,1,40,14,11,11,1,0
2455669,60,8,1,1,0,29,28,8,10,0,0
2808095,24,11,0,2,0,29,14,6,14,1,0
980080,50,11,1,2,0,30,23,11,11,0,0
1956676,65,12,1,2,0,31,14,8,11,1,0
2180261,78,1,1,2,1,1,0,1,12,0,0
2907457,55,18,1,2,0,28,10,10,14,1,0
4660756,78,0,1,2,1,37,25,0,12,0,0
6340921,51,11,1,2,0,48,25,3,13,1,0
7768728,48,2,1,2,0,17,28,2,12,0,0
2212082,29,4,1,2,0,8,22,4,11,0,0
731290,72,4,1,2,0,20,1,4,13,0,0
2387044,59,1,1,0,0,42,1,1,14,0,0
1380488,37,0,1,2,1,50,28,0,13,0,0
7374419,43,13,1,2,1,8,26,9,13,1,0
3879880,49,10,1,2,0,39,25,10,12,0,0
1598380,48,1,1,2,1,13,19,1,11,0,0
989292,45,4,1,2,0,17,6,4,10,0,0
5203215,51,19,1,2,0,11,2,8,13,1,0
5124001,78,12,1,2,0,2,0,12,10,0,0
5616643,63,15,1,2,0,30,23,8,11,1,0
808476,36,1,1,2,0,6,10,1,13,0,0
5841051,40,5,1,2,0,38,6,5,13,0,0
3417372,35,16,1,2,0,16,22,13,10,1,0
6730834,33,20,1,2,0,17,2,12,13,1,0
7979699,47,15,0,2,1,14,7,10,13,1,0
3019204,29,14,1,2,0,45,2,4,10,1,0
5545217,52,12,0,2,0,22,14,9,13,1,0
3902265,26,5,1,2,0,13,4,3,14,1,0
9992133,40,14,0,2,0,1,0,3,13,1,0
6602132,76,1,1,2,0,19,10,1,12,0,0
8416838,61,16,1,2,1,13,14,9,11,1,0
5683822,41,18,1,2,0,42,28,10,12,1,0
5011344,67,13,1,2,0,37,6,7,12,1,0
2010564,71,16,1,2,1,34,14,3,12,1,0
28561,63,13,1,2,1,41,10,13,12,0,0
8370021,40,5,1,2,0,47,11,5,14,0,0
2239559,40,15,1,2,0,49,13,5,11,1,0
2807451,35,1,1,2,0,28,19,1,12,0,0
6679057,21,5,1,2,1,6,13,5,13,0,0
6851175,23,14,1,2,1,24,14,8,14,1,0
9734156,37,7,0,2,0,38,13,3,14,1,0
7754322,31,1,1,1,0,24,13,1,14,0,0
5675460,48,6,0,2,0,30,25,6,10,0,0
5058337,27,3,1,2,1,40,0,3,11,0,0
6189149,30,0,1,0,0,31,12,0,14,0,0
7339398,55,11,1,2,0,16,2,10,11,1,0
347356,76,7,1,2,0,46,28,6,11,1,0
4612431,56,9,1,2,1,29,3,9,14,0,0
2776190,64,16,1,2,1,15,28,4,10,1,0
9341101,61,18,1,2,0,13,6,11,12,1,0
7767363,22,16,1,2,0,4,23,3,14,1,0
9604465,45,12,0,2,1,18,8,6,12,1,0
9427951,24,11,1,2,0,40,23,8,12,1,0
3117744,55,18,1,2,0,25,19,7,12,1,0
9043312,71,10,1,1,0,37,19,3,14,1,0
7302729,70,14,1,2,0,5,1,11,11,1,0
4942553,33,1,1,2,0,31,23,1,11,0,0
4382706,38,11,1,2,1,41,1,10,12,1,0
9228012,50,3,1,2,1,38,12,3,10,0,0
4149196,21,12,1,2,0,21,22,6,13,1,0
5839982,60,15,1,2,0,35,11,11,11,1,0
8305980,79,19,1,2,0,3,20,7,10,1,0
1736074,64,3,1,2,0,1,28,3,11,0,0
6779829,75,11,1,2,1,13,13,11,14,0,0
3352996,67,13,1,2,0,45,13,13,12,0,0
9976619,71,5,1,2,0,4,5,4,12,1,0
9720988,36,16,1,2,0,20,22,9,14,1,0
182326,27,12,1,2,1,29,25,4,14,1,0
9237126,25,16,1,1,0,45,0,3,10,1,0
6259733,56,19,1,2,0,27,1,4,14,1,0
5236105,23,7,0,2,0,50,8,7,13,0,0
4848679,48,3,1,2,0,22,12,3,14,0,0
9612896,30,9,1,2,1,44,0,5,14,1,0
3417564,52,18,1,2,0,43,14,10,14,1,0
6148455,35,10,1,2,0,41,2,5,10,1,0
371671,34,6,1,2,0,44,14,6,12,0,0
4370986,31,9,1,2,0,21,14,4,12,1,0
8103399,69,20,1,2,0,13,4,13,10,1,0
1040029,46,5,1,2,1,43,16,5,10,0,0
1955424,28,7,1,2,0,43,25,6,10,1,0
2975236,55,13,1,2,1,44,2,12,10,1,0
353654,44,18,1,1,0,32,25,9,10,1,0
8396271,24,14,0,2,1,0,14,14,13,0,0
9446738,55,2,1,2,0,17,14,2,10,0,0
7845861,70,7,1,2,0,43,2,4,10,1,0
4137087,25,11,1,2,1,3,25,11,10,0,0
5294978,42,17,1,2,0,23,9,8,11,1,0
3304937,63,19,1,2,1,22,25,14,13,1,0
8229070,38,7,1,2,1,27,14,7,10,0,0
5736165,57,1,1,2,0,21,1,1,10,0,0
4707147,27,10,1,2,0,42,25,4,10,1,0
2876720,65,15,1,2,0,22,4,4,14,1,0
4627367,48,11,1,2,0,0,2,8,11,1,0
1325345,66,8,1,2,0,23,25,8,14,0,0
6820376,31,20,1,2,0,23,14,10,10,1,0
7217848,23,3,1,2,0,35,25,3,13,0,0
4643972,36,9,1,2,0,25,7,3,13,1,0
8369359,49,7,1,2,1,38,27,7,13,0,0
4552514,32,10,0,2,1,34,25,10,11,0,0
3768361,75,9,1,1,1,25,20,6,13,1,0
1005797,34,10,1,1,0,44,6,10,10,0,0
9735655,57,2,1,2,0,4,17,2,13,0,0
1604000,27,8,1,2,0,34,22,6,12,1,0
5082643,66,3,1,2,1,27,14,3,13,0,0
4732134,67,19,0,2,0,33,28,6,11,1,0
5435687,62,20,1,2,0,18,2,7,10,1,0
7747841,71,14,1,2,0,14,0,5,10,1,0
5307708,67,17,1,2,0,26,2,4,13,1,0
2740172,72,16,1,2,0,21,5,10,13,1,0
2065698,24,10,1,2,1,33,28,5,11,1,0
6722440,47,7,1,2,0,27,14,7,11,0,0
3459394,53,8,1,2,1,22,11,5,12,1,0
8187477,50,20,1,2,0,41,2,7,14,1,0
2893051,66,2,1,1,0,2,28,2,13,0,0
975686,37,12,1,2,0,28,25,12,13,0,0
5353470,75,13,1,2,1,46,14,5,12,1,0
3974596,45,2,1,2,0,25,14,2,13,0,0
7713626,47,0,1,0,1,18,20,0,12,0,0
345702,64,0,1,2,0,16,13,0,11,0,0
6551671,23,20,0,2,0,7,22,8,12,1,0
5354632,75,19,1,2,0,26,11,8,10,1,0
7007572,24,2,1,2,0,12,12,2,13,0,0
9803785,30,4,1,2,1,0,25,4,10,0,0
3492662,66,7,1,2,1,22,22,7,13,0,0
2938852,78,1,1,2,1,8,28,1,11,0,0
3762078,27,11,1,2,0,23,11,9,12,1,0
4503934,57,17,1,2,0,36,25,5,14,1,0
1650754,78,8,1,2,0,18,7,8,12,0,0
1306929,66,14,1,2,0,21,11,11,10,1,0
476900,33,20,1,2,1,24,2,7,10,1,0
9610065,23,17,1,2,1,26,28,6,11,1,0
6118487,42,12,1,2,1,47,0,3,11,1,0
8475829,54,17,0,2,0,44,28,9,11,1,0
9049657,25,12,1,2,0,26,28,12,12,0,0
3245048,38,8,1,2,1,40,20,8,13,0,0
6474681,31,6,1,2,0,10,14,6,10,0,0
8720580,65,4,1,2,1,48,25,3,12,1,0
3835611,22,13,1,2,0,42,28,10,14,1,0
2470958,74,2,1,2,0,7,5,2,11,0,0
6738140,65,4,1,2,0,15,23,4,13,0,0
9104150,70,14,1,2,0,49,2,11,10,1,0
468309,32,15,0,2,0,23,22,3,11,1,0
728115,49,7,1,2,0,20,28,7,11,0,0
4739803,70,18,1,2,0,0,17,3,12,1,0
555485,31,15,1,2,1,32,20,12,11,1,0
6220011,57,19,1,1,0,21,10,14,14,1,0
5680109,47,20,1,2,0,44,13,5,14,1,0
6198292,78,17,1,2,0,40,11,7,11,1,0
9337591,72,16,1,2,1,27,2,14,12,1,0
2051095,32,17,1,2,0,18,0,6,12,1,0
9348360,48,12,1,2,1,23,25,12,10,0,0
1503015,71,11,1,2,1,6,22,10,13,1,0
5866611,28,13,1,2,1,34,0,6,13,1,0
8409935,25,19,1,2,0,22,14,13,10,1,0
3829485,32,2,1,2,0,10,18,2,12,0,0
6296816,37,0,1,2,0,36,12,0,11,0,0
9709186,50,20,1,2,0,39,22,9,11,1,0
7895335,34,17,1,2,0,14,25,5,11,1,0
4157390,34,17,0,2,0,44,28,12,13,1,0
5669046,65,8,1,2,0,37,22,4,12,1,0
5827981,34,1,1,2,0,47,10,1,12,0,0
1400551,66,4,1,2,1,35,12,4,11,0,0
8426506,68,1,1,2,1,6,13,1,12,0,0
6395936,66,11,1,1,0,12,6,11,14,0,0
1694660,68,19,0,2,1,27,14,4,11,1,0
374089,23,19,1,2,0,10,14,9,10,1,0
4188349,50,4,1,2,1,12,14,4,10,0,0
8378891,40,10,1,2,0,9,20,9,12,1,0
7442228,39,16,1,2,0,32,16,10,11,1,0
8602282,32,9,1,2,0,5,20,9,14,0,0
4600325,62,8,1,2,1,15,5,3,13,1,0
9757979,53,18,1,2,0,40,25,12,10,1,0
4468065,45,15,1,2,0,33,25,6,10,1,0
912294,62,12,1,2,1,35,25,7,12,1,0
8321716,58,10,1,2,0,33,9,4,13,1,0
1821163,44,10,1,2,0,19,0,10,10,0,0
5695619,29,4,1,2,0,39,5,4,13,0,0
9323226,25,20,1,2,0,16,23,6,10,1,0
9094813,52,16,1,2,0,44,0,14,11,1,0
3109455,34,20,1,2,1,1,13,12,11,1,0
2646140,36,6,1,2,0,42,20,6,12,0,0
2780592,47,16,1,2,1,17,6,4,13,1,0
7318813,59,0,1,2,0,4,25,0,10,0,0
9761761,33,5,1,2,0,36,4,5,14,0,0
5720531,43,12,1,2,0,23,27,7,11,1,0
3456424,76,8,1,2,0,46,17,8,13,0,0
4556669,50,2,1,2,1,28,23,2,13,0,0
4925213,59,10,1,0,1,10,25,6,10,1,0
8775036,71,14,1,2,0,32,5,9,12,1,0
6879542,61,12,1,2,0,41,6,3,10,1,0
4759451,60,4,0,2,0,35,25,4,13,0,0
6568495,31,5,1,2,0,12,2,5,10,0,0
9809659,30,12,1,2,1,28,12,11,12,1,0
9976498,69,12,1,2,0,19,13,12,10,0,0
3176347,78,9,1,2,1,41,20,6,14,1,0
7007572,24,2,1,2,0,12,12,2,13,0,0
5400619,71,1,1,2,0,43,26,1,12,0,0
7834876,26,9,0,2,0,48,1,9,14,0,0
8658757,28,6,1,2,1,8,2,6,14,0,0
4359506,75,4,1,0,0,29,25,4,11,0,0
4458062,75,10,1,2,0,29,7,9,11,1,0
6236454,22,16,1,1,1,2,17,11,10,1,0
735129,43,13,1,2,0,23,10,13,10,0,0
8261806,70,6,1,2,0,27,11,6,11,0,0
976968,72,20,1,2,0,36,17,4,13,1,0
6762902,43,10,1,2,1,23,12,3,13,1,0
4523349,28,2,1,2,1,47,6,2,12,0,0
7503211,57,6,1,2,0,26,13,6,10,0,0
8839111,49,9,1,2,0,37,22,9,13,0,0
8837967,35,14,1,2,1,20,10,10,14,1,0
5674867,69,4,1,2,1,24,6,3,10,1,0
5195681,53,1,0,2,1,39,2,1,14,0,0
357702,76,6,1,1,0,35,14,3,13,1,0
1718145,47,16,1,2,0,2,2,4,14,1,0
7681002,25,4,1,2,0,14,14,4,13,0,0
4998898,27,13,1,2,0,20,6,13,11,0,0
8900631,47,6,1,2,0,22,12,6,12,0,0
4089128,37,16,1,2,1,29,5,9,13,1,0
9224297,69,19,0,1,1,18,25,11,14,1,0
3694132,49,16,1,2,0,41,28,9,11,1,0
9409023,43,5,1,2,0,38,7,4,11,1,0
9139229,43,9,0,2,0,35,25,9,13,0,0
7400525,71,0,1,2,1,28,14,0,11,0,0
4156095,65,5,1,2,0,29,1,5,13,0,0
5360213,64,12,1,2,1,7,2,4,14,1,0
5641579,74,16,1,2,0,24,0,7,13,1,0
13429,25,18,1,2,1,12,28,13,11,1,0
2015341,47,6,1,2,0,27,14,6,13,0,0
9804758,66,4,1,2,0,32,2,4,12,0,0
6580482,48,11,1,2,0,7,6,7,10,1,0
6115704,57,17,1,1,0,20,10,12,14,1,0
7894460,25,5,1,1,0,42,0,5,10,0,0
3117744,55,18,1,2,0,25,19,7,12,1,0
1303616,21,3,1,2,0,13,4,3,13,0,0
4341286,75,1,1,2,0,15,0,1,13,0,0
8822942,65,13,1,1,0,47,23,8,12,1,0
7110369,35,7,1,2,1,13,11,3,11,1,0
1643093,22,13,1,2,1,1,14,13,12,0,0
7253122,72,20,1,2,0,32,22,8,10,1,0
9576258,79,18,1,2,1,0,10,6,11,1,0
3521091,54,5,0,2,0,33,0,5,14,0,0
7212880,21,17,1,2,0,6,13,13,12,1,0
5375354,38,4,1,2,0,36,25,4,14,0,0
8121180,78,17,1,2,0,44,13,3,10,1,0
7172998,36,16,1,2,0,16,0,9,13,1,0
4745314,61,18,0,2,0,14,7,4,14,1,0
2202351,27,9,1,2,0,8,14,8,10,1,0
4512216,76,18,1,2,0,19,25,7,14,1,0
6870039,48,0,1,2,0,27,19,0,13,0,0
7539777,57,4,1,2,0,6,0,4,14,0,0
2218507,68,17,1,2,1,19,6,7,10,1,0
7643432,66,17,1,2,0,31,11,8,13,1,0
9806306,78,15,1,2,1,33,14,4,12,1,0
8822942,65,13,1,1,0,47,23,8,12,1,0
6838127,54,2,1,2,1,15,25,2,10,0,0
2122464,45,17,1,2,0,13,12,10,14,1,0
7822211,37,17,1,2,0,20,14,7,14,1,0
8681228,48,14,0,2,0,47,20,9,14,1,0
2522353,71,17,0,2,0,28,28,13,11,1,0
1932556,56,15,1,2,0,33,0,4,13,1,0
5977613,71,14,1,2,1,36,25,4,12,1,0
7374419,43,13,1,2,1,8,26,9,13,1,0
9145188,54,18,1,2,0,24,10,14,13,1,0
946712,56,6,1,2,0,41,10,5,11,1,0
430836,33,5,1,2,0,30,14,5,13,0,0
9916614,57,16,1,2,1,21,10,12,10,1,0
1106438,79,3,0,2,0,31,28,3,12,0,0
8487262,48,16,1,2,0,15,22,11,12,1,0
6307225,57,11,1,2,1,6,2,8,12,1,0
2888327,52,19,1,2,1,19,2,8,12,1,0
4386483,37,0,1,2,0,42,5,0,11,0,0
6714679,51,3,1,2,0,1,14,3,13,0,0
7505547,48,5,1,2,0,23,5,5,10,0,0
4101929,45,13,1,2,1,48,28,4,14,1,0
7667495,24,3,0,2,0,36,14,3,14,0,0
4544920,36,15,1,2,0,7,13,7,10,1,0
7891332,55,8,1,2,0,36,20,5,10,1,0
9331288,75,14,1,2,1,4,20,3,14,1,0
3929741,61,6,1,2,1,17,0,6,10,0,0
204702,27,10,1,2,0,26,2,3,11,1,0
5554586,39,18,1,2,0,43,0,13,13,1,0
1662067,31,14,1,2,1,47,7,7,10,1,0
1171901,57,10,1,0,1,23,2,9,12,1,0
98356,50,4,1,2,1,39,14,4,13,0,0
8082672,34,12,1,2,0,50,2,7,10,1,0
9099029,64,9,0,2,1,7,25,7,10,1,0
4667477,64,7,1,2,0,9,14,7,10,0,0
7720372,72,6,1,2,1,37,14,6,11,0,0
2139664,70,5,1,2,1,1,14,3,13,1,0
9479397,76,4,1,2,1,36,14,4,13,0,0
6410485,75,7,1,2,1,4,0,7,10,0,0
7060513,70,14,1,2,1,18,13,11,10,1,0
3048134,76,16,1,2,1,24,2,8,10,1,0
7141845,69,13,1,2,0,41,1,13,10,0,0
5787175,22,2,1,2,0,49,6,2,14,0,0
8893842,74,17,1,2,1,16,25,9,14,1,0
7019580,27,2,1,2,1,47,23,2,11,0,0
8261806,70,6,1,2,0,27,11,6,11,0,0
6588340,29,3,1,2,0,2,13,3,11,0,0
5683730,47,8,1,0,0,46,0,7,14,1,0
1199926,43,11,1,2,0,41,19,9,14,1,0
3342118,78,9,1,2,0,6,27,6,11,1,0
4734936,31,1,1,2,1,31,0,1,10,0,0
5346934,51,19,1,2,0,19,1,8,13,1,0
4132262,61,16,1,2,0,44,11,7,14,1,0
462027,45,3,1,2,0,4,25,3,14,0,0
3732153,30,0,1,2,0,17,6,0,11,0,0
4790996,62,16,1,2,1,14,2,10,11,1,0
355484,30,18,1,2,0,11,5,9,10,1,0
31297,71,9,1,2,1,4,6,7,10,1,0
2117452,33,20,1,2,1,0,28,3,12,1,0
657619,28,20,1,2,0,35,13,4,11,1,0
6588136,27,7,1,2,0,27,14,6,10,1,0
7225783,63,9,0,1,1,16,11,9,12,0,0
1687470,79,0,1,2,0,45,25,0,10,0,0
6438478,64,6,1,2,1,0,14,6,10,0,0
1776630,67,5,0,2,0,50,11,5,12,0,0
4493857,68,3,1,0,0,3,13,3,13,0,0
3829485,32,2,1,2,0,10,18,2,12,0,0
6357063,50,20,1,2,0,34,14,12,13,1,0
2635606,59,8,1,2,0,37,23,4,12,1,0
7455170,38,9,1,2,0,22,14,8,14,1,0
6475126,48,14,1,2,0,3,28,11,12,1,0
4186842,58,9,1,2,1,31,25,5,13,1,0
9363387,55,2,1,2,0,48,14,2,14,0,0
4371590,66,19,1,2,1,25,28,3,12,1,0
9250350,42,9,1,2,0,8,14,4,10,1,0
865127,21,1,1,0,1,44,28,1,12,0,0
5998522,44,1,1,2,0,25,14,1,10,0,0
5093993,70,2,1,2,0,4,7,2,13,0,0
233888,64,1,1,2,0,40,11,1,10,0,0
9749313,72,17,1,2,1,5,10,14,11,1,0
2341718,49,20,1,2,0,30,0,11,10,1,0
2902285,77,19,1,2,0,27,0,11,10,1,0
3356017,52,0,1,2,1,11,25,0,14,0,0
912294,62,12,1,2,1,35,25,7,12,1,0
7503301,39,2,1,2,0,19,10,2,10,0,0
1171901,57,10,1,0,1,23,2,9,12,1,0
5722719,71,1,1,2,0,49,22,1,14,0,0
9122548,58,12,1,2,0,24,2,9,14,1,0
6491605,24,15,1,2,0,38,23,14,12,1,0
7894460,25,5,1,1,0,42,0,5,10,0,0
8295121,50,11,1,2,0,3,4,5,11,1,0
3670961,63,12,1,1,0,40,1,3,11,1,0
265958,21,2,0,2,0,2,1,2,13,0,0
7992060,44,15,1,2,0,22,1,4,11,1,0
9624787,78,12,1,2,0,33,2,10,11,1,0
4812262,62,3,1,1,0,30,23,3,13,0,0
2393203,30,18,1,2,1,33,2,6,12,1,0
7932994,57,18,1,2,1,9,11,12,11,1,0
1456270,43,10,1,2,0,22,14,10,10,0,0
5652178,61,13,1,2,0,13,17,13,14,0,0
7667495,24,3,0,2,0,36,14,3,14,0,0
3437621,78,14,1,2,0,20,10,3,10,1,0
6126601,58,15,1,2,0,17,13,4,10,1,0
8260870,70,4,1,2,0,50,2,4,11,0,0
4871299,40,16,1,2,0,6,25,6,13,1,0
7450010,25,5,1,2,1,11,28,5,10,0,0
4349239,57,5,1,2,0,2,4,5,13,0,0
951589,66,12,1,2,1,38,28,3,12,1,0
8382400,76,18,1,2,1,29,0,4,13,1,0
9085689,26,1,1,2,0,42,14,1,13,0,0
4535286,52,17,1,2,0,43,6,4,12,1,0
3132419,39,9,1,2,1,44,28,8,13,1,0
5765297,30,18,1,2,1,6,20,5,10,1,0
6914829,70,15,1,2,1,23,22,13,13,1,0
904634,73,19,1,2,0,0,6,7,12,1,0
7723951,35,8,0,2,0,2,14,7,14,1,0
